sourceTaxonId	sourceTaxonIds	sourceTaxonName	sourceTaxonRank	sourceTaxonPathNames	sourceTaxonPathIds	sourceTaxonPathRankNames	sourceTaxonSpeciesName	sourceTaxonSpeciesId	sourceTaxonGenusName	sourceTaxonGenusId	sourceTaxonFamilyName	sourceTaxonFamilyId	sourceTaxonOrderName	sourceTaxonOrderId	sourceTaxonClassName	sourceTaxonClassId	sourceTaxonPhylumName	sourceTaxonPhylumId	sourceTaxonKingdomName	sourceTaxonKingdomId	sourceId	sourceOccurrenceId	sourceCatalogNumber	sourceBasisOfRecordId	sourceBasisOfRecordName	sourceLifeStageId	sourceLifeStageName	sourceBodyPartId	sourceBodyPartName	sourcePhysiologicalStateId	sourcePhysiologicalStateName	sourceSexId	sourceSexName	interactionTypeName	interactionTypeId	targetTaxonId	targetTaxonIds	targetTaxonName	targetTaxonRank	targetTaxonPathNames	targetTaxonPathIds	targetTaxonPathRankNames	targetTaxonSpeciesName	targetTaxonSpeciesId	targetTaxonGenusName	targetTaxonGenusId	targetTaxonFamilyName	targetTaxonFamilyId	targetTaxonOrderName	targetTaxonOrderId	targetTaxonClassName	targetTaxonClassId	targetTaxonPhylumName	targetTaxonPhylumId	targetTaxonKingdomName	targetTaxonKingdomId	targetId	targetOccurrenceId	targetCatalogNumber	targetBasisOfRecordId	targetBasisOfRecordName	targetLifeStageId	targetLifeStageName	targetBodyPartId	targetBodyPartName	targetPhysiologicalStateId	targetPhysiologicalStateName	targetSexId	targetSexName	decimalLatitude	decimalLongitude	localityId	localityName	eventDateUnixEpoch	argumentTypeId	referenceCitation	referenceDoi	referenceUrl	sourceCitation	sourceNamespace	sourceArchiveURI	sourceDOI	sourceLastSeenAtUnixEpoch	combo
NCBI:694003	NCBI:694003 | OTT:4890152	Betacoronavirus 1	species	root | Viruses | Riboviria | Orthornavirae | Pisuviricota | Pisoniviricetes | Nidovirales | Cornidovirineae | Coronaviridae | Orthocoronavirinae | Betacoronavirus | Embecovirus | Betacoronavirus 1	NCBI:1 | NCBI:10239 | NCBI:2559587 | NCBI:2732396 | NCBI:2732408 | NCBI:2732506 | NCBI:76804 | NCBI:2499399 | NCBI:11118 | NCBI:2501931 | NCBI:694002 | NCBI:2509481 | NCBI:694003	| superkingdom |  | kingdom | phylum | class | order | suborder | family | subfamily | genus | subgenus | species	Betacoronavirus 1	NCBI:694003	Betacoronavirus	NCBI:694002	Coronaviridae	NCBI:11118	Nidovirales	NCBI:76804	Pisoniviricetes	NCBI:2732506	Pisuviricota	NCBI:2732408	Orthornavirae	NCBI:2732396														hasHost	http://purl.obolibrary.org/obo/RO_0002454	GBIF:2441022	EOL:328699 | GBIF:2441022 | INAT_TAXON:74113 | IRMNG:10194972 | ITIS:183838 | NBN:NHMSYS0000080200 | NCBI:9913 | OTT:490099 | doi:10.5281/zenodo.3916389 | http://taxon-concept.plazi.org/id/Animalia/Bos_taurus_Linnaeus_1758 | http://treatment.plazi.org/id/80F7388E4BC26B8776DCEE1EC2042A83	Bos taurus	species	Animalia | Chordata | Mammalia | Artiodactyla | Bovidae | Bos | Bos taurus	GBIF:1 | GBIF:44 | GBIF:359 | GBIF:731 | GBIF:9614 | GBIF:2441017 | GBIF:2441022	kingdom | phylum | class | order | family | genus | species	Bos taurus	GBIF:2441022	Bos	GBIF:2441017	Bovidae	GBIF:9614	Artiodactyla	GBIF:731	Mammalia	GBIF:359	Chordata	GBIF:44	Animalia	GBIF:1									oronasopharynx								Italy		https://en.wiktionary.org/wiki/support	Bovine coronavirus strain 438/06-TN-50 S protein (S) gene, complete cds			Eneida L. Hatcher, Sergey A. Zhdanov, Yiming Bao, Olga Blinkova, Eric P. Nawrocki, Yuri Ostapchuck, Alejandro A. Schäffer, J. Rodney Brister, Virus Variation Resource – improved response to emergent viral outbreaks, Nucleic Acids Research, Volume 45, Issue D1, January 2017, Pages D482–D490, https://doi.org/10.1093/nar/gkw1065 .	globalbioticinteractions/ncbi-virus	https://github.com/globalbioticinteractions/ncbi-virus/archive/531a8d743d7adcf1153a19087e5d3c5b76750e3e.zip		"2020-12-02T01:35:15.827Z
"	Bos taurusBetacoronavirus 1hasHost
NCBI:694003	NCBI:694003 | OTT:4890152	Betacoronavirus 1	species	root | Viruses | Riboviria | Orthornavirae | Pisuviricota | Pisoniviricetes | Nidovirales | Cornidovirineae | Coronaviridae | Orthocoronavirinae | Betacoronavirus | Embecovirus | Betacoronavirus 1	NCBI:1 | NCBI:10239 | NCBI:2559587 | NCBI:2732396 | NCBI:2732408 | NCBI:2732506 | NCBI:76804 | NCBI:2499399 | NCBI:11118 | NCBI:2501931 | NCBI:694002 | NCBI:2509481 | NCBI:694003	| superkingdom |  | kingdom | phylum | class | order | suborder | family | subfamily | genus | subgenus | species	Betacoronavirus 1	NCBI:694003	Betacoronavirus	NCBI:694002	Coronaviridae	NCBI:11118	Nidovirales	NCBI:76804	Pisoniviricetes	NCBI:2732506	Pisuviricota	NCBI:2732408	Orthornavirae	NCBI:2732396														hasHost	http://purl.obolibrary.org/obo/RO_0002454	GBIF:2441022	EOL:328699 | GBIF:2441022 | INAT_TAXON:74113 | IRMNG:10194972 | ITIS:183838 | NBN:NHMSYS0000080200 | NCBI:9913 | OTT:490099 | doi:10.5281/zenodo.3916389 | http://taxon-concept.plazi.org/id/Animalia/Bos_taurus_Linnaeus_1758 | http://treatment.plazi.org/id/80F7388E4BC26B8776DCEE1EC2042A83	Bos taurus	species	Animalia | Chordata | Mammalia | Artiodactyla | Bovidae | Bos | Bos taurus	GBIF:1 | GBIF:44 | GBIF:359 | GBIF:731 | GBIF:9614 | GBIF:2441017 | GBIF:2441022	kingdom | phylum | class | order | family | genus | species	Bos taurus	GBIF:2441022	Bos	GBIF:2441017	Bovidae	GBIF:9614	Artiodactyla	GBIF:731	Mammalia	GBIF:359	Chordata	GBIF:44	Animalia	GBIF:1									oronasopharynx								Italy		https://en.wiktionary.org/wiki/support	Bovine coronavirus strain 438/06-TN S protein (S) gene, complete cds			Eneida L. Hatcher, Sergey A. Zhdanov, Yiming Bao, Olga Blinkova, Eric P. Nawrocki, Yuri Ostapchuck, Alejandro A. Schäffer, J. Rodney Brister, Virus Variation Resource – improved response to emergent viral outbreaks, Nucleic Acids Research, Volume 45, Issue D1, January 2017, Pages D482–D490, https://doi.org/10.1093/nar/gkw1065 .	globalbioticinteractions/ncbi-virus	https://github.com/globalbioticinteractions/ncbi-virus/archive/531a8d743d7adcf1153a19087e5d3c5b76750e3e.zip		"2020-12-02T01:35:15.827Z
"	Bos taurusBetacoronavirus 1hasHost
NCBI:694003	NCBI:694003 | OTT:4890152	Betacoronavirus 1	species	root | Viruses | Riboviria | Orthornavirae | Pisuviricota | Pisoniviricetes | Nidovirales | Cornidovirineae | Coronaviridae | Orthocoronavirinae | Betacoronavirus | Embecovirus | Betacoronavirus 1	NCBI:1 | NCBI:10239 | NCBI:2559587 | NCBI:2732396 | NCBI:2732408 | NCBI:2732506 | NCBI:76804 | NCBI:2499399 | NCBI:11118 | NCBI:2501931 | NCBI:694002 | NCBI:2509481 | NCBI:694003	| superkingdom |  | kingdom | phylum | class | order | suborder | family | subfamily | genus | subgenus | species	Betacoronavirus 1	NCBI:694003	Betacoronavirus	NCBI:694002	Coronaviridae	NCBI:11118	Nidovirales	NCBI:76804	Pisoniviricetes	NCBI:2732506	Pisuviricota	NCBI:2732408	Orthornavirae	NCBI:2732396														hasHost	http://purl.obolibrary.org/obo/RO_0002454	GBIF:2441022	EOL:328699 | GBIF:2441022 | INAT_TAXON:74113 | IRMNG:10194972 | ITIS:183838 | NBN:NHMSYS0000080200 | NCBI:9913 | OTT:490099 | doi:10.5281/zenodo.3916389 | http://taxon-concept.plazi.org/id/Animalia/Bos_taurus_Linnaeus_1758 | http://treatment.plazi.org/id/80F7388E4BC26B8776DCEE1EC2042A83	Bos taurus	species	Animalia | Chordata | Mammalia | Artiodactyla | Bovidae | Bos | Bos taurus	GBIF:1 | GBIF:44 | GBIF:359 | GBIF:731 | GBIF:9614 | GBIF:2441017 | GBIF:2441022	kingdom | phylum | class | order | family | genus | species	Bos taurus	GBIF:2441022	Bos	GBIF:2441017	Bovidae	GBIF:9614	Artiodactyla	GBIF:731	Mammalia	GBIF:359	Chordata	GBIF:44	Animalia	GBIF:1									feces								Italy		https://en.wiktionary.org/wiki/support	Bovine coronavirus strain 339/06 hemagglutinin-esterase (HE) and spike protein (S) genes, complete cds			Eneida L. Hatcher, Sergey A. Zhdanov, Yiming Bao, Olga Blinkova, Eric P. Nawrocki, Yuri Ostapchuck, Alejandro A. Schäffer, J. Rodney Brister, Virus Variation Resource – improved response to emergent viral outbreaks, Nucleic Acids Research, Volume 45, Issue D1, January 2017, Pages D482–D490, https://doi.org/10.1093/nar/gkw1065 .	globalbioticinteractions/ncbi-virus	https://github.com/globalbioticinteractions/ncbi-virus/archive/531a8d743d7adcf1153a19087e5d3c5b76750e3e.zip		"2020-12-02T01:35:15.827Z
"	Bos taurusBetacoronavirus 1hasHost
NCBI:694003	NCBI:694003 | OTT:4890152	Betacoronavirus 1	species	root | Viruses | Riboviria | Orthornavirae | Pisuviricota | Pisoniviricetes | Nidovirales | Cornidovirineae | Coronaviridae | Orthocoronavirinae | Betacoronavirus | Embecovirus | Betacoronavirus 1	NCBI:1 | NCBI:10239 | NCBI:2559587 | NCBI:2732396 | NCBI:2732408 | NCBI:2732506 | NCBI:76804 | NCBI:2499399 | NCBI:11118 | NCBI:2501931 | NCBI:694002 | NCBI:2509481 | NCBI:694003	| superkingdom |  | kingdom | phylum | class | order | suborder | family | subfamily | genus | subgenus | species	Betacoronavirus 1	NCBI:694003	Betacoronavirus	NCBI:694002	Coronaviridae	NCBI:11118	Nidovirales	NCBI:76804	Pisoniviricetes	NCBI:2732506	Pisuviricota	NCBI:2732408	Orthornavirae	NCBI:2732396														hasHost	http://purl.obolibrary.org/obo/RO_0002454	GBIF:2441022	EOL:328699 | GBIF:2441022 | INAT_TAXON:74113 | IRMNG:10194972 | ITIS:183838 | NBN:NHMSYS0000080200 | NCBI:9913 | OTT:490099 | doi:10.5281/zenodo.3916389 | http://taxon-concept.plazi.org/id/Animalia/Bos_taurus_Linnaeus_1758 | http://treatment.plazi.org/id/80F7388E4BC26B8776DCEE1EC2042A83	Bos taurus	species	Animalia | Chordata | Mammalia | Artiodactyla | Bovidae | Bos | Bos taurus	GBIF:1 | GBIF:44 | GBIF:359 | GBIF:731 | GBIF:9614 | GBIF:2441017 | GBIF:2441022	kingdom | phylum | class | order | family | genus | species	Bos taurus	GBIF:2441022	Bos	GBIF:2441017	Bovidae	GBIF:9614	Artiodactyla	GBIF:731	Mammalia	GBIF:359	Chordata	GBIF:44	Animalia	GBIF:1																	USA:Ohio		https://en.wiktionary.org/wiki/support	Bovine coronavirus R-AH187, complete genome			Eneida L. Hatcher, Sergey A. Zhdanov, Yiming Bao, Olga Blinkova, Eric P. Nawrocki, Yuri Ostapchuck, Alejandro A. Schäffer, J. Rodney Brister, Virus Variation Resource – improved response to emergent viral outbreaks, Nucleic Acids Research, Volume 45, Issue D1, January 2017, Pages D482–D490, https://doi.org/10.1093/nar/gkw1065 .	globalbioticinteractions/ncbi-virus	https://github.com/globalbioticinteractions/ncbi-virus/archive/531a8d743d7adcf1153a19087e5d3c5b76750e3e.zip		"2020-12-02T01:35:15.827Z
"	Bos taurusBetacoronavirus 1hasHost
NCBI:694003	NCBI:694003 | OTT:4890152	Betacoronavirus 1	species	root | Viruses | Riboviria | Orthornavirae | Pisuviricota | Pisoniviricetes | Nidovirales | Cornidovirineae | Coronaviridae | Orthocoronavirinae | Betacoronavirus | Embecovirus | Betacoronavirus 1	NCBI:1 | NCBI:10239 | NCBI:2559587 | NCBI:2732396 | NCBI:2732408 | NCBI:2732506 | NCBI:76804 | NCBI:2499399 | NCBI:11118 | NCBI:2501931 | NCBI:694002 | NCBI:2509481 | NCBI:694003	| superkingdom |  | kingdom | phylum | class | order | suborder | family | subfamily | genus | subgenus | species	Betacoronavirus 1	NCBI:694003	Betacoronavirus	NCBI:694002	Coronaviridae	NCBI:11118	Nidovirales	NCBI:76804	Pisoniviricetes	NCBI:2732506	Pisuviricota	NCBI:2732408	Orthornavirae	NCBI:2732396														hasHost	http://purl.obolibrary.org/obo/RO_0002454	GBIF:2441022	EOL:328699 | GBIF:2441022 | INAT_TAXON:74113 | IRMNG:10194972 | ITIS:183838 | NBN:NHMSYS0000080200 | NCBI:9913 | OTT:490099 | doi:10.5281/zenodo.3916389 | http://taxon-concept.plazi.org/id/Animalia/Bos_taurus_Linnaeus_1758 | http://treatment.plazi.org/id/80F7388E4BC26B8776DCEE1EC2042A83	Bos taurus	species	Animalia | Chordata | Mammalia | Artiodactyla | Bovidae | Bos | Bos taurus	GBIF:1 | GBIF:44 | GBIF:359 | GBIF:731 | GBIF:9614 | GBIF:2441017 | GBIF:2441022	kingdom | phylum | class | order | family | genus | species	Bos taurus	GBIF:2441022	Bos	GBIF:2441017	Bovidae	GBIF:9614	Artiodactyla	GBIF:731	Mammalia	GBIF:359	Chordata	GBIF:44	Animalia	GBIF:1																	USA:Ohio		https://en.wiktionary.org/wiki/support	Bovine coronavirus E-AH187, complete genome			Eneida L. Hatcher, Sergey A. Zhdanov, Yiming Bao, Olga Blinkova, Eric P. Nawrocki, Yuri Ostapchuck, Alejandro A. Schäffer, J. Rodney Brister, Virus Variation Resource – improved response to emergent viral outbreaks, Nucleic Acids Research, Volume 45, Issue D1, January 2017, Pages D482–D490, https://doi.org/10.1093/nar/gkw1065 .	globalbioticinteractions/ncbi-virus	https://github.com/globalbioticinteractions/ncbi-virus/archive/531a8d743d7adcf1153a19087e5d3c5b76750e3e.zip		"2020-12-02T01:35:15.827Z
"	Bos taurusBetacoronavirus 1hasHost
NCBI:694003	NCBI:694003 | OTT:4890152	Betacoronavirus 1	species	root | Viruses | Riboviria | Orthornavirae | Pisuviricota | Pisoniviricetes | Nidovirales | Cornidovirineae | Coronaviridae | Orthocoronavirinae | Betacoronavirus | Embecovirus | Betacoronavirus 1	NCBI:1 | NCBI:10239 | NCBI:2559587 | NCBI:2732396 | NCBI:2732408 | NCBI:2732506 | NCBI:76804 | NCBI:2499399 | NCBI:11118 | NCBI:2501931 | NCBI:694002 | NCBI:2509481 | NCBI:694003	| superkingdom |  | kingdom | phylum | class | order | suborder | family | subfamily | genus | subgenus | species	Betacoronavirus 1	NCBI:694003	Betacoronavirus	NCBI:694002	Coronaviridae	NCBI:11118	Nidovirales	NCBI:76804	Pisoniviricetes	NCBI:2732506	Pisuviricota	NCBI:2732408	Orthornavirae	NCBI:2732396														hasHost	http://purl.obolibrary.org/obo/RO_0002454	GBIF:2441022	EOL:328699 | GBIF:2441022 | INAT_TAXON:74113 | IRMNG:10194972 | ITIS:183838 | NBN:NHMSYS0000080200 | NCBI:9913 | OTT:490099 | doi:10.5281/zenodo.3916389 | http://taxon-concept.plazi.org/id/Animalia/Bos_taurus_Linnaeus_1758 | http://treatment.plazi.org/id/80F7388E4BC26B8776DCEE1EC2042A83	Bos taurus	species	Animalia | Chordata | Mammalia | Artiodactyla | Bovidae | Bos | Bos taurus	GBIF:1 | GBIF:44 | GBIF:359 | GBIF:731 | GBIF:9614 | GBIF:2441017 | GBIF:2441022	kingdom | phylum | class | order | family | genus | species	Bos taurus	GBIF:2441022	Bos	GBIF:2441017	Bovidae	GBIF:9614	Artiodactyla	GBIF:731	Mammalia	GBIF:359	Chordata	GBIF:44	Animalia	GBIF:1																	USA:Ohio		https://en.wiktionary.org/wiki/support	Bovine coronavirus R-AH65-TC, complete genome			Eneida L. Hatcher, Sergey A. Zhdanov, Yiming Bao, Olga Blinkova, Eric P. Nawrocki, Yuri Ostapchuck, Alejandro A. Schäffer, J. Rodney Brister, Virus Variation Resource – improved response to emergent viral outbreaks, Nucleic Acids Research, Volume 45, Issue D1, January 2017, Pages D482–D490, https://doi.org/10.1093/nar/gkw1065 .	globalbioticinteractions/ncbi-virus	https://github.com/globalbioticinteractions/ncbi-virus/archive/531a8d743d7adcf1153a19087e5d3c5b76750e3e.zip		"2020-12-02T01:35:15.827Z
"	Bos taurusBetacoronavirus 1hasHost
NCBI:694003	NCBI:694003 | OTT:4890152	Betacoronavirus 1	species	root | Viruses | Riboviria | Orthornavirae | Pisuviricota | Pisoniviricetes | Nidovirales | Cornidovirineae | Coronaviridae | Orthocoronavirinae | Betacoronavirus | Embecovirus | Betacoronavirus 1	NCBI:1 | NCBI:10239 | NCBI:2559587 | NCBI:2732396 | NCBI:2732408 | NCBI:2732506 | NCBI:76804 | NCBI:2499399 | NCBI:11118 | NCBI:2501931 | NCBI:694002 | NCBI:2509481 | NCBI:694003	| superkingdom |  | kingdom | phylum | class | order | suborder | family | subfamily | genus | subgenus | species	Betacoronavirus 1	NCBI:694003	Betacoronavirus	NCBI:694002	Coronaviridae	NCBI:11118	Nidovirales	NCBI:76804	Pisoniviricetes	NCBI:2732506	Pisuviricota	NCBI:2732408	Orthornavirae	NCBI:2732396														hasHost	http://purl.obolibrary.org/obo/RO_0002454	GBIF:2441022	EOL:328699 | GBIF:2441022 | INAT_TAXON:74113 | IRMNG:10194972 | ITIS:183838 | NBN:NHMSYS0000080200 | NCBI:9913 | OTT:490099 | doi:10.5281/zenodo.3916389 | http://taxon-concept.plazi.org/id/Animalia/Bos_taurus_Linnaeus_1758 | http://treatment.plazi.org/id/80F7388E4BC26B8776DCEE1EC2042A83	Bos taurus	species	Animalia | Chordata | Mammalia | Artiodactyla | Bovidae | Bos | Bos taurus	GBIF:1 | GBIF:44 | GBIF:359 | GBIF:731 | GBIF:9614 | GBIF:2441017 | GBIF:2441022	kingdom | phylum | class | order | family | genus | species	Bos taurus	GBIF:2441022	Bos	GBIF:2441017	Bovidae	GBIF:9614	Artiodactyla	GBIF:731	Mammalia	GBIF:359	Chordata	GBIF:44	Animalia	GBIF:1																	USA:Ohio		https://en.wiktionary.org/wiki/support	Bovine coronavirus R-AH65, complete genome			Eneida L. Hatcher, Sergey A. Zhdanov, Yiming Bao, Olga Blinkova, Eric P. Nawrocki, Yuri Ostapchuck, Alejandro A. Schäffer, J. Rodney Brister, Virus Variation Resource – improved response to emergent viral outbreaks, Nucleic Acids Research, Volume 45, Issue D1, January 2017, Pages D482–D490, https://doi.org/10.1093/nar/gkw1065 .	globalbioticinteractions/ncbi-virus	https://github.com/globalbioticinteractions/ncbi-virus/archive/531a8d743d7adcf1153a19087e5d3c5b76750e3e.zip		"2020-12-02T01:35:15.827Z
"	Bos taurusBetacoronavirus 1hasHost
NCBI:694003	NCBI:694003 | OTT:4890152	Betacoronavirus 1	species	root | Viruses | Riboviria | Orthornavirae | Pisuviricota | Pisoniviricetes | Nidovirales | Cornidovirineae | Coronaviridae | Orthocoronavirinae | Betacoronavirus | Embecovirus | Betacoronavirus 1	NCBI:1 | NCBI:10239 | NCBI:2559587 | NCBI:2732396 | NCBI:2732408 | NCBI:2732506 | NCBI:76804 | NCBI:2499399 | NCBI:11118 | NCBI:2501931 | NCBI:694002 | NCBI:2509481 | NCBI:694003	| superkingdom |  | kingdom | phylum | class | order | suborder | family | subfamily | genus | subgenus | species	Betacoronavirus 1	NCBI:694003	Betacoronavirus	NCBI:694002	Coronaviridae	NCBI:11118	Nidovirales	NCBI:76804	Pisoniviricetes	NCBI:2732506	Pisuviricota	NCBI:2732408	Orthornavirae	NCBI:2732396														hasHost	http://purl.obolibrary.org/obo/RO_0002454	GBIF:2441022	EOL:328699 | GBIF:2441022 | INAT_TAXON:74113 | IRMNG:10194972 | ITIS:183838 | NBN:NHMSYS0000080200 | NCBI:9913 | OTT:490099 | doi:10.5281/zenodo.3916389 | http://taxon-concept.plazi.org/id/Animalia/Bos_taurus_Linnaeus_1758 | http://treatment.plazi.org/id/80F7388E4BC26B8776DCEE1EC2042A83	Bos taurus	species	Animalia | Chordata | Mammalia | Artiodactyla | Bovidae | Bos | Bos taurus	GBIF:1 | GBIF:44 | GBIF:359 | GBIF:731 | GBIF:9614 | GBIF:2441017 | GBIF:2441022	kingdom | phylum | class | order | family | genus | species	Bos taurus	GBIF:2441022	Bos	GBIF:2441017	Bovidae	GBIF:9614	Artiodactyla	GBIF:731	Mammalia	GBIF:359	Chordata	GBIF:44	Animalia	GBIF:1																	USA:Ohio		https://en.wiktionary.org/wiki/support	Bovine coronavirus E-AH65-TC, complete genome			Eneida L. Hatcher, Sergey A. Zhdanov, Yiming Bao, Olga Blinkova, Eric P. Nawrocki, Yuri Ostapchuck, Alejandro A. Schäffer, J. Rodney Brister, Virus Variation Resource – improved response to emergent viral outbreaks, Nucleic Acids Research, Volume 45, Issue D1, January 2017, Pages D482–D490, https://doi.org/10.1093/nar/gkw1065 .	globalbioticinteractions/ncbi-virus	https://github.com/globalbioticinteractions/ncbi-virus/archive/531a8d743d7adcf1153a19087e5d3c5b76750e3e.zip		"2020-12-02T01:35:15.827Z
"	Bos taurusBetacoronavirus 1hasHost
NCBI:694003	NCBI:694003 | OTT:4890152	Betacoronavirus 1	species	root | Viruses | Riboviria | Orthornavirae | Pisuviricota | Pisoniviricetes | Nidovirales | Cornidovirineae | Coronaviridae | Orthocoronavirinae | Betacoronavirus | Embecovirus | Betacoronavirus 1	NCBI:1 | NCBI:10239 | NCBI:2559587 | NCBI:2732396 | NCBI:2732408 | NCBI:2732506 | NCBI:76804 | NCBI:2499399 | NCBI:11118 | NCBI:2501931 | NCBI:694002 | NCBI:2509481 | NCBI:694003	| superkingdom |  | kingdom | phylum | class | order | suborder | family | subfamily | genus | subgenus | species	Betacoronavirus 1	NCBI:694003	Betacoronavirus	NCBI:694002	Coronaviridae	NCBI:11118	Nidovirales	NCBI:76804	Pisoniviricetes	NCBI:2732506	Pisuviricota	NCBI:2732408	Orthornavirae	NCBI:2732396														hasHost	http://purl.obolibrary.org/obo/RO_0002454	GBIF:2441022	EOL:328699 | GBIF:2441022 | INAT_TAXON:74113 | IRMNG:10194972 | ITIS:183838 | NBN:NHMSYS0000080200 | NCBI:9913 | OTT:490099 | doi:10.5281/zenodo.3916389 | http://taxon-concept.plazi.org/id/Animalia/Bos_taurus_Linnaeus_1758 | http://treatment.plazi.org/id/80F7388E4BC26B8776DCEE1EC2042A83	Bos taurus	species	Animalia | Chordata | Mammalia | Artiodactyla | Bovidae | Bos | Bos taurus	GBIF:1 | GBIF:44 | GBIF:359 | GBIF:731 | GBIF:9614 | GBIF:2441017 | GBIF:2441022	kingdom | phylum | class | order | family | genus | species	Bos taurus	GBIF:2441022	Bos	GBIF:2441017	Bovidae	GBIF:9614	Artiodactyla	GBIF:731	Mammalia	GBIF:359	Chordata	GBIF:44	Animalia	GBIF:1																	USA:Ohio		https://en.wiktionary.org/wiki/support	Bovine coronavirus E-AH65, complete genome			Eneida L. Hatcher, Sergey A. Zhdanov, Yiming Bao, Olga Blinkova, Eric P. Nawrocki, Yuri Ostapchuck, Alejandro A. Schäffer, J. Rodney Brister, Virus Variation Resource – improved response to emergent viral outbreaks, Nucleic Acids Research, Volume 45, Issue D1, January 2017, Pages D482–D490, https://doi.org/10.1093/nar/gkw1065 .	globalbioticinteractions/ncbi-virus	https://github.com/globalbioticinteractions/ncbi-virus/archive/531a8d743d7adcf1153a19087e5d3c5b76750e3e.zip		"2020-12-02T01:35:15.827Z
"	Bos taurusBetacoronavirus 1hasHost
NCBI:44026	GBIF:9955286 | IRMNG:11460761 | NCBI:44026 | OTT:4893910	Sepik virus	species	root | Viruses | Riboviria | Orthornavirae | Kitrinoviricota | Flasuviricetes | Amarillovirales | Flaviviridae | Flavivirus | Sepik virus	NCBI:1 | NCBI:10239 | NCBI:2559587 | NCBI:2732396 | NCBI:2732406 | NCBI:2732462 | NCBI:2732545 | NCBI:11050 | NCBI:11051 | NCBI:44026	| superkingdom |  | kingdom | phylum | class | order | family | genus | species	Sepik virus	NCBI:44026	Flavivirus	NCBI:11051	Flaviviridae	NCBI:11050	Amarillovirales	NCBI:2732545	Flasuviricetes	NCBI:2732462	Kitrinoviricota	NCBI:2732406	Orthornavirae	NCBI:2732396														pathogenOf	http://purl.obolibrary.org/obo/RO_0002556	GBIF:2441022	EOL:328699 | GBIF:2441022 | INAT_TAXON:74113 | IRMNG:10194972 | ITIS:183838 | NBN:NHMSYS0000080200 | NCBI:9913 | OTT:490099 | doi:10.5281/zenodo.3916389 | http://taxon-concept.plazi.org/id/Animalia/Bos_taurus_Linnaeus_1758 | http://treatment.plazi.org/id/80F7388E4BC26B8776DCEE1EC2042A83	Bos taurus	species	Animalia | Chordata | Mammalia | Artiodactyla | Bovidae | Bos | Bos taurus	GBIF:1 | GBIF:44 | GBIF:359 | GBIF:731 | GBIF:9614 | GBIF:2441017 | GBIF:2441022	kingdom | phylum | class | order | family | genus | species	Bos taurus	GBIF:2441022	Bos	GBIF:2441017	Bovidae	GBIF:9614	Artiodactyla	GBIF:731	Mammalia	GBIF:359	Chordata	GBIF:44	Animalia	GBIF:1																			https://en.wiktionary.org/wiki/support	Olson JG, Ksiazek TG, Gubler DJ, Lubis SI, Simanjuntak G, Lee VH, Nalim S, Juslis K, See R (1983). A survey for arboviral antibodies in sera of humans and animals in lombok, Republic of Indonesia. Annals of Tropical Medicine and Parasitology 77:131-137.			Olival, K. J., Hosseini, P. R., Zambrana-Torrelio, C., Ross, N., Bogich, T. L., & Daszak, P. (2017). Host and viral traits predict zoonotic spillover from mammals. Nature, 546(7660), 646–650. doi:10.1038/nature22975	globalbioticinteractions/olival2017	https://github.com/globalbioticinteractions/olival2017/archive/f61070a5339d0e6c6e76d7eb4e2102decb52317d.zip	10.1038/nature22975	"2020-12-02T01:39:24.040Z
"	Bos taurusSepik viruspathogenOf
